,base_text,tweet_class
36853,A couple have been found guilty after a baby girl was murdered in #Wythenshawe.,1
39889,"Police are appealing for witnesses after a burglary in Ashton in #Makerfield, #Wigan.",3
21170,"We've been carrying out speed enforcement across Greater Manchester today and will be throughout the weekend in response to community concerns about unsafe speeds 

If you have concerns regarding speeding, please report them here -  #SlowDownSaveLives",1
37973,"@SpiceGulag If you have information that you wish to report, please use one of the following options:

* Call 101

* Online Live Chat 

* Independent charity Crimestoppers, anonymously, on 0800 555 111.

Thank you.",1
27946,Great Britain Police laid down the law against Torfaen Tigers and earned themselves a place in the second round of @TheChallengeCup,2
2991,"Our #OpNaseby officers continue to tackle organised crime in #Salford.

Over 200 arrests have been made since the dedicated operation was launched last year. See their latest result here",1
40572,A cyclist is in hospital after a fail to stop collision in #Blackley last night,1
28178,#Appeal | Police are appealing for the public's help to trace the next of kin of a man from Bolton |,3
8534,"#APPEAL | Police are appealing to the public for further information after a teenager was left with life-changing injuries following a collision near #Manchester Fort shopping centre yesterday afternoon.

Did you see anything? Full appeal here:",3
42596,#TVIU on the search for two stolen vehicles,3
1934,"Police are investigating after a defibrillator unit on a public footpath at Glastonbury Tor was vandalised last weekend (30-31 October).



We’d ask anyone with information to call 101, quoting ref 5221256916.",3
21072,"Do you know this man?

We'd like to speak to him in connection with an incident in Taunton in which a woman was spat at by a man claiming to have Covid-19.

We're treating the incident as a hate crime due to the verbal abuse also directed at the victim.",3
8864,Our control room have taken a few calls relating to this phone scam today. Please be aware and report any incidents to the email address provided via the link below.,1
35409,"We are issuing a CCTV video of a man we would like to speak to in connection to a GBH of a woman in Bristol.

The 29 year old victim was assaulted by a man which left her with significant head injuries.

 

For more info:",3
17963,"A fourth man has been arrested on suspicion of attempted murder in relation to an incident in Bristol in which a man was struck by a car.

The 23yo was detained yesterday and has since been released under investigation.

Enquiries are ongoing.

More here -",1
16868,"We're investigating a burglary in Curry Rivel that happened between 8.40am-4.05pm on Mon 24 Aug.

If you saw what happened, or anyone acting suspiciously, report it online or call 101, ref 5220192004. Or call Crimestoppers anonymously on 0800 555111.",3
17713,"We've made 3 arrests in our investigation into an assault which left a man, 19, with a serious head injury. It happened at 1.40am Sat 8 Aug at Windsor Drive jnc with Cranleigh Court Road #Yate.
Enquiries continue. If you can help call 101 ref 5220177893",3
13656,"We’ve had to scale back our #RemembranceDay  events this year but that does not mean that Remembrance Day will go unmarked. 

Our officers and staff will come together in silence at 11am to show our debt of gratitude to our armed forces.",2
1780,"Listening to victims forms a vital part of our early investigation, but we never underestimate how difficult it is for a victim to relive what happened to them. #C4Rape",2
25606,"Officers shot at in Castle Cary in 2019 and those involved in the investigation have received awards from Chief Constable Andy Marsh today.

He said: ""The officers – and the entire investigative team involved in the case – are a credit to this force.”",2
9929,@JohnCottle1 Hi John – thanks for your Tweet. We can’t take or reports via Twitter. Please use our online form to report breaches of COVID-19 regulations or call 101 if the breach is happening now:,1
26752,"@ahsamarie No problem, if this has been reported to us, please be assured it will be looked into.",2
21290,"@MediaWiseMJ Hi Mike,  The social media team wouldn't have access to this information but you can contact us using the general contact form on our website and your query will be directed to the relevant department:  We hope that helps.",1
25421,Please look out for missing Romeo. He has links with the #Bristol area.,3
27717,@sexeducation @NetflixUK @asabfb @NcutiGatwa Could you relate to Aimee's story?,2
19007,"We’re seeking the public’s help in relation to two linked shoplifting offences at Lifestyle Pharmacy on Westgate Street, Bath on June 29 and July 9. We're issuing CCTV images of people we want to speak to about these offences.

More:",3
1349,"Chief Inspector Deepak Kenth leads our work engaging &amp; connecting with diverse communities. He's courageous in having difficult conversations, tackling myths &amp; breaking down barriers so future generations will see a police force that's representative of the communities it serves.",2
29162,"Can you help us identify this man?

We’d like to talk to him in connection with a fraud in which a vulnerable man from Thornbury lost a significant sum of money.

If you recognise the man, or have any other info, please call 101 quoting ref 5219022321.",3
14991,"@ChrisMasdin Hi Chris, Yes if you upload it anyway and it can be viewed by an officer - thank you!",2
4934,"Can you help our @HertsPolice colleagues in their search for Matthew Hall?

Contact them on 101 if you know where he is or 999 if you are with him.",3
20362,@samjtaylor32 Hi Sam –  We can’t take info or reports via social media. Please use our online form to report breaches of COVID-19 regulations or call 101 if the breach is happening now:  - thank you.,1
20364,"@OneTrueSpartan Hi,  we’re in the early stage of our investigation and are currently collating statements and reviewing the large amount of footage available to us. We’re seeking early investigative advice from the Crown Prosecution Service.",2
14819,"Welfare checks in north Bristol led to multiple weapons seized and a boy found with knife.

More here 

For advice on how to support young people who might be involved in knife crime visit our website - 

#KnifeCrimeANewWayForward",1
20492,"@millsysj Hi Scott, if you would like to make an official complaint, and have not done so already, you can make one at:  - thank you",1
2571,"Were you in Weston Rd, Long Ashton, 2.30 to 3pm Tues 12 Oct when a man was injured in a robbery?
He broke 2 ribs on being pushed over &amp; had cash taken by a 5ft 7in man wearing black.
If you have dashcam footage or info call 101 ref 5221238784.",3
38735,"Kristian Bailey was convicted of manslaughter after stabbing Joseph 'Joe' Jennings at his flat in Great Western Terrace #Yeovil in July 2018. Following a successful appeal, his sentence has now been increased to 8yrs.",1
30806,"@OlStavros Hi Stavros, it's legal to set fireworks off until 11pm.",2
22030,"@wolfie210484 Hi Ian, thanks for your tweet. Please read our statement:",1
39438,"@LouiseJB24 Hi, thanks for getting in touch. We can't take info via Twitter as it's not monitored 24/7 but you can speak to your local policing team about this. Contact details available here:  - thank you",1
41030,"@DavidChapman5 Yes, anything else?",2
10033,"Two men have been jailed after admitting conspiracy to supply drugs, incl in Bath &amp; Midsomer Norton.

Sgt Darrell Boothroyd said: “We will not tolerate drug supply and will continue to target dealers whose actions bring about misery to communities.""

More:",1
4305,"Police enquiries are ongoing following a  collision on the A361 Frome yesterday evening (Tuesday 10 August), in which a 52-year-old man sadly died.



If you have any information please call 101 and give the call handler the reference number 5221183217.",3
24178,@TheBear4079 Hi - thanks for your message. We can't take info or reports via social media. Please use our online form to report online bullying and threatening messages here:  Thanks.,1
20026,"Chief Constable Andy Marsh and PCC Sue Mountstevens have released a joint statement about the terrorist incident in Reading.

In it, they said their thoughts are with the families of those killed and everyone else caught up in the horrific attacks.",2
10644,"Officers investigating criminal damage on Wellington Rd #Taunton want to ID this person who was in the area &amp; could help.

Two young men tried to scale a wall &amp; damaged a CCTV camera at about 8.10pm on Sun 3 Jan. 

Call 101 with info ref 5221002090",3
2773,"Emergency services are at the scene of a serious RTC near Sea Mills on the Portway in Bristol.

The road is closed in both directions. It's expected to be shut for some time so motorists are asked to find an alternative route.

There is currently no access for pedestrians.",1
6652,"Never leave anyone in a closed parked vehicle especially infants, young children or animals.

We’ll be out and about helping to keep our communities safe too. If you need us call 999 in an emergency. Otherwise call 101 or report to us online:",1
8444,The protestors are taking part in a march towards the city centre so there may be some disruption to traffic.,1
14640,"We’re appealing for witnesses following a traffic collision on Bell Hill Road, Bristol involving black Renault Clio and a motorbike, which happened at about 5.50pm on Tues 13 October.

More: 

If you can help, call 101 quoting reference number 5220232536.",3
20053,@michaelhawkin35 Thank you,2
8056,"We’ve launched an investigation following the death of a 38yo man in Weston-super-Mare this morning.

An 18yo man has been arrested following the man's death at a property on Brompton Road.",1
34116,"@ActionRspca @GlosPolDogs @Policeatglasto Hi, thanks for getting in touch. We can't take info via Twitter as it's not monitored 24/7. You can make non-urgent reports via our website here:  We hope that helps",1
10208,"@BSCAssociation @BSCAssociation Hi there, thanks for your Tweet. It is illegal to use a privately owned e-scooter anywhere other than on private land. This is because although they are classified as motor vehicles, which require insurance, it is not possible to get insurance to ride one.",2
42198,"We're urging outdoor exercisers to share our #JogOn messages in their groups, to help keep each other safe. Tell us about your experiences of harassment or intimidation when running or cycling in the comments below and read our advice here:",2
1403,"UPDATE: This 28m long abnormal load, which is travelling from Dorset via Honiton to Yeovil, has been delayed.
It's not now expected to arrive in our area before 3.30pm today, so its onward journey from Marsh on the #A303 to #Yeovil is likely to affect rush-hour traffic.",1
13096,PC Hannah explains what her role is and what she has been doing with @ASPBristol today. Check the current guidelines here,2
14738,"There is no place for #hatecrime in Bristol. We know how much hurt and damage can be caused to individuals, and to our communities, for being targeted for who you are and the language you speak. We need to work together to put an end to this type of behaviour.",2
18469,"We’re seeking Joseph Walker, 37, for failing to appear in court. He has links with Bridgwater/Highbridge, but he could be in the Birmingham area. He's 5' 9'' &amp; has short brown hair &amp; brown eyes. If you see him, don't approach, call 999 - ref 5219236655:",3
36576,"Spoiler alert 

Watch new #BlackMirror release Smithereens over the weekend? We’d love to hear what you thought  

Haven’t seen it yet? Don’t read the comments",2
1414,"Do you recognise this man?

We think he might be able to help with our investigation into the sexual assault of a woman on a Bristol bus.

If you know who he is, call 101 quoting ref 522121636.",3
11509,"New COVID-19 restrictions for England have come into effect.

Stay home
Protect the NHS
Save lives

Full guidance here  

Tap the below to expand.",1
10985,"@Taylormaynard19 Hi Taylor, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can call 101 or make a report via our website:
 
In the event of an emergency dial 999 - thank you",1
26212,@christianaGB94 @ASPoliceHorses Thanks for the kind words Christiana,2
11537,"@bristolgrumblr    Hi JJ, thanks for your message. You can only report a vehicle with no MOT if it is being used on a road. Inform us of a vehicle with no MOT:",1
11505,"@TheSuperBEAN82 Hi Terry,  thanks for getting in touch. The social media team wouldn't be able to help with this but you can contact us using the general contact form on our website and your query will be directed to the relevant department:  - thanks",1
10084,"Wanted man Richard Smart has been arrested following a public appeal.

The 53-year-old was wanted on a recall to prison.

We'd like to thank the public for their assistance and calling in with information relating to the appeal.",3
22473,@cheesymike Hi Mike - thanks for your message. No decision has currently been made about the closure of the road at this time. We are currently reviewing this with the council and will announce a decision later in the week. We hope this helps. Thanks.,2
26243,"@natewebsss Hi Nathan, that's great you'd like to get some experience of policing. Details of work experience is available on our website:  (1/2)",2
1760,"Our aim is to transform the way we approach these crimes, tightening our grip on offenders and ensuring that specially trained officers keep victims engaged and supported throughout the process. Hear more about Operation Bluestone here #C4Rape",2
24495,"@JedASprague Hi Jed - Thanks for your message. Please visit the following page on the  website for futher information about moving during the COVID-19 outbreak:  
Thanks,",1
19121,"A 42-year-old man from #Birmingham has been arrested in connection with a stabbing incident which happened last night on the #M5 southbound exit slip road at J21 for Weston-super-Mare.

Our enquiries into this incident are ongoing.

Update here:",3
24212,"@diyoung54852253 Hi Di, Thanks for your message. We can't take info or reports via social media. Please use our online form to report breaches of COVID-19 regulations:  Thanks,",1
13527,"Officers will be on patrol this weekend in Glastonbury after several gatherings - 10 fines have been issued since 5 Nov &amp; one man was due in court today.

Sgt Simon Lancey said it's a 'small minority' involved and praised those adhering to the restrictions",1
14646,"@bestseatontrain Hi Richard, we're asking anyone with CCTV in the Highview Road area that could help with our enquiries.",3
9981,Please help us to support @DSFireUpdates by avoiding the College Way area of Bridgwater.,2
37855,"#Ramadan starts tomorrow &amp; houses are often left empty as people visit family &amp; friends as well as the mosque for prayers. 

Read our home safety advice if you're observing Ramadan 

#RamadanMubarak",2
10907,"Gatherings of more than two people are currently prohibited by the government and protests are not exempt in this lockdown.

Officers are at the court and have been dealing with a small number of people who ignored warnings not to attend.",1
16619,"A police officer has been dismissed following a special case misconduct hearing.

CC Andy Marsh found the PC guilty of gross misconduct during today's hearing at Police HQ.

He'll now be added to the National College of Policing’s barred list. 

More here",1
10071,"An 18-year-old man has been charged with wounding with intent after a man was stabbed in St James Parade, Bath, on Saturday.

Keelan Mccaw, of Wells Road in Bath, has been remanded in custody ahead of appearing at Bath Magistrates Court today.

More:",1
7989,"A woman in her 20s has been arrested after damage was caused to a headstone at Westerleigh Crematorium in November. 

The woman has been arrested on suspicion of harassment, malicious communications &amp; criminal damage.

Update:",1
4395,"Officers searching for the whereabouts of missing man George, 68, have sadly found a body in the Cheddar area this morning (Saturday 7 August). 

George's family have been informed, and our thoughts are with them at this difficult time.",2
22591,"@JonHosgood Advice is to stay at home unless: 
- Shopping for basic necessities
- Exercise 
- Medical needs or to care for a vulnerable person
- Travelling for the purposes of work, but only where that cannot be done from home 
More info at:",1
21495,"@EdHill0 Hi Ed, thank you very much for the kind words. We're really happy that the officers were able to help. If you would like to leave an official compliment, you can do so on our website, and we will endeavour to pass it on to the officers/staff members thank you",1
34903,@LockNeil @SuMountstevens Thanks for the Tweet Neil - we're aware of this and are looking into it.,2
9688,"@bigroo Hi, we can't take reports via Twitter. You report parking obstructions to your local policing team:",1
8210,"Three people have appeared in court charged with conspiring to supply Class A drugs across West Somerset. 

The charges relate to a suspected County Lines operation between London and West Somerset.

More here -",1
27179,"@Libbysims7 Hi Libby, PCDA recruitment is currently closed but please feel free to contact our recruitment team: recruitment@avonandsomerset.police.uk. We hope this helps.",1
10439,"Please remember:
 the only LEGAL way to use a mobile phone is hands free:  the only LEGAL AND SAFE way to use a mobile phone is not at all
 Don't let your device block your view of the road or traffic ahead
You  must stay in full control of your vehicle at all times",1
33555,"An officer who suffered serious facial injuries while trying to detain a suspect in Staple Hill on Tuesday night has undergone surgery.

The officer, who is 25 years old and has been with the Force for three-and-a-half years, remains in hospital in a stable condition.",1
38014,"@Amanda_T_2013 @Amanda_T_2013 Thanks for the photo, this is @ASPoliceHorses",2
18429,"We’re trying to locate Benita Fennel, 24, who is wanted for a recall to prison. 

She has links to Bristol, Weston-super-Mare and Reading, and the word ‘NAN’ tattooed on her left wrist.

Anyone who sees her should not approach her, but instead call 999 and give ref 5220133963.",3
7633,Pleased to see that our colleagues in Wells Neighbourhood Policing Team are settling into their new station at Burcott Road along with the iconic #hotfuzz Swan,2
22322,"@WomenCycleBrist @BritishGas Hi - thanks for your message. We can't take information or reports via social media. However, you can report this by calling 101 or using our online form:  

We hope this helps. 

Thanks,",1
35212,"We’re appealing for witnesses after a driver failed to stop after colliding with a pedestrian.

The incident happened on Sunday 26 May at around 6.00pm at Shindig festival on the site near Bruton.

For more info:",3
1121,@saxonhoard19 @saxonhoard19 Hi - we anticipate it will travel at a maximum speed of 30mph but could be down to 10mph in places so unfortunately we can't give accurate timings.,2
10796,"@rollojase Hi, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
15910,"Exciting news! We're holding a VIRTUAL open day this Sunday

#Covid19 has changed this year's event, so to make sure you don't miss out, we're running a virtual event for you. 

Here's the plan for the day 

Watch live on:  or",1
34296,"@stevepawley Hi, the social media team wouldn't be able to help with this but you can contact us using the general contact form on our website and your query will be directed to the relevant department:  - thank you",1
23621,@youngmintcake thanks for your message. Our officers are patrolling the streets as normal and will be engaging with people to check why they are out. We hope that helps and please let us know if there’s anything else we can help with.,2
18806,"@poppytopss @BristolCouncil   Hi Lisa,  thanks for your tweet.  We can’t take reports via Twitter as it isn’t monitored 24/7 but we are aware of this vehicle.  Please call 101 or 999 if you see something suspicious.",1
32366,We’re live on @BBCCrimewatch from @BristolAirport at 9.15am. Tune in to find out more about #projectservator and the @ASPAirport team. Watch out too for @ASPoliceDogs PD Holly as she carries out her very first deployment,2
42772,"We’ve found someone who seems to have gotten lost over Christmas having followed a star? 

The Wiseman statue was found in the St Philips, Bristol. We’re keen to reunite him with his fellow Wisemen. 

Contact Trinity station for more info:  #FinditFriday",3
5280,"We’ll be out and doing extra patrols to keep our communities safe too. If you need us, call 999 in an emergency. Otherwise call 101 or report to us online: 

Let's enjoy the final safely, together.

Come on, @England! 

#ItsComingHome #ThreeLions",2
39732,"@jamespagee Hi James, thanks for getting in touch. Our social media team wouldn't have access to this info but advice is available on our website here:  We hope this helps.",1
27591,"@mylesmanning Hi Myles, please contact the DVLA:",1
34894,"Update: Protestors in Bristol have begun a march around the city. The anticipated route is going to be from College Green to St Augustine's Parade, then on to the Bearpit, around the Horsefair, Broadweir, Wine Street, Baldwin Street, and then back to College Green.",1
29251,"Did you witness a collision between a silver BMW and a pedestrian in Wellington last Wednesday?

The incident happened as the car left Peregrine Budgens service station on W Buckland Road at 11.30am.

If you can help, please call 101 quoting 5219280031.",3
18693,"@ashstfc1984   Hi Ash, thanks for getting in touch. You can speak to your local policing team about this here:  We hope that helps and please let us know if there’s anything else we can help with.",1
32910,"@sarahhill74 Hi Sarah, the email will be sent out later today. We looking forward to seeing you there! #999OpenDay",2
17612,"@pete_mars_ Hi Pete, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
17846,"@PaulSiddallUK Hi Paul, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
6584,"@coxy_007 Hi Ashley, thanks for getting in touch. We can't take info/reports via Twitter as it's not monitored 24/7. You can make non-urgent reports via our website here:  or call 999 if this is urgent. We hope that helps.",1
38681,"@Mr_Squirrel_0o Hi,  if you would like to make an official complaint, and have not done so already, you can make one at:  and it will be looked into - thank you",1
29556,"We need witnesses/dashcam after a collision between a red Citroen C1 &amp; a pedestrian in Broad St, Chipping Sodbury just before 5.40pm on Sat 30 Nov. The injured man was discharged after hosp treatment. If you can help call 101 ref 800 of 30 Nov",3
14593,"@LeroyBracken Hi, if you would like to make an official complaint, and have not done so already, you can make one at:  and it will be looked into - thank you",1
36775,PCSO Mo Berber is a familiar face in Easton. He spoke to @BristolLive about how he fasts on duty during Ramadan and how his colleagues support him,2
7535,"@natasha_couzens @ASPMendip @BBCBristol The officers involved in the filming of the Hot Fuzz parody all volunteered their time on rest days and breaks, and even provided their own cornetto’s! The filming in no way impacted on our operational policing resource.",2
15728,Andre Gayle's family have released a photo of him. They are being supported by a specialist family liaison officer. Our thoughts are with them at this very difficult time. Please read our appeal &amp; contact us if you can help:,3
5863,@ASPoliceHorses Happy birthday Somerset!,2
2112,"Most importantly, always call 999 in an emergency. 

 Let’s all help each other to enjoy the #DarkNights season.",1
18758,We want to work with you to tackle the disruption of unlicensed music events &amp; raves - which may not have safety plans in place. We'd urge farmers/landowners to review their security - contact your neighbourhood team for advice on 101 or,1
31558,"@somersetpaul @Djhertz2016 Hi Paul, thanks for getting in touch. We use social media to signpost people to the relevant forms/reporting channels, to deliver important news and safety updates to members of the public, and to issue appeals.",1
9240,"@JoCampbell69 Hi, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
24853,"@BenjaminShutler Hi Benjamin, thanks for your message. We're sorry but we're unable to respond to specific enquiries at this time. Please check the latest information and guidance at:",1
24868,"Chief Constable Andy Marsh was on @BBCWorldatOne this afternoon highlighting #covid19 enforcement measures and what it means for the public.

If you missed it, it’s not too late to listen. Skip to 18 minutes here",2
23913,"@ktnmath Thanks for getting in touch. We can’t take info or reports via social media. As this breach has already occurred and you would still like to report it, please use our online form:",1
13174,@PhilLawrenceUK   2/2 The information submitted via our online form is used by our Neighbourhood Teams to support proactive policing and inform our policing patrols in areas where potential breaches are occurring.,1
27589,"We are investigating the theft of war medals and sentimental items – including the emblem pictured - from a house in Nailsea on Monday.

If have any information that can help us, call 101 and provide the call handler with the reference 5220016326.

More:",3
14579,"This was the moment Operation Remedy officers found concealed farming equipment that was stolen in #Somerset last night (20/10), with the help of our force #drone unit. #Ruralcrime #BodyWornVideo 

Full story here:",1
8772,An update on the missing man from Dorset we shared yesterday.,3
22095,"Below is an update on our ongoing investigation into an incident in Bridgwater. We'd ask everyone to refrain from sharing the video that's appeared on social media.

If you have any information about the incident, call 101 giving ref 5220103361.",3
11538,"Did you see a man get punched at Mays Hill Industrial Estate in Frampton Cotterell at 2.15pm on 18 Dec? The offender is said to be a white male with short dark hair &amp; wore a black hoodie.

One man has been voluntarily interviewed.

Call 101 ref 5220283443:",3
32994,"@Littlun007 @slicknic Hi, thanks for getting in touch. We can't take info via Twitter. You can make non-urgent reports via our website here:  We hope that helps.",1
8683,"Specially trained public order officers are beginning to disperse a protest from College Green in #Bristol.
Officers had engaged with protestors &amp; asked them to move on but tents &amp; a sound system were set up.
We remain in lockdown and we cannot allow this gathering to continue.",2
18316,"A man hit by a car in a racially-aggravated assault in #Bristol on 22 July faces six months of treatment &amp; said: ""I don't want this to happen to anyone else.”
We’re progressing +ve lines of enquiry but if you have info call 101 ref 5220163308. Read more:",3
37965,"We're delighted to have been able to return this caravan, stolen five months ago. We hope its owner, who is terminally ill, can now enjoy spending time away with his wife. Read their story here:",2
25186,"CC Andy Marsh: ""The message given by the Prime Minister tonight is clear &amp; I know communities served by our force will do what is right to save lives. We'll be working with our national policing colleagues to see how best these new measures can be enforced."" #StayAtHomeSaveLives",2
26407,"@emmawebber85 Hi Emma, follow @ASPNorthSom ‍",2
12644,"We've issued 20 new images in our investigation into the unauthorised music event in Yate over the Halloween weekend.
We've ID'd 15 of the 38 people whose images were circulated last month.
If you recognise anyone in our gallery call 101 ref 5220247128",3
26951,"We’ve been rated as an “outstanding” force for our efficient way of working in the latest report from the HMICFRS. It praises our “ambitious and innovative” approach to policing, confirming we’re good at preventing crime and anti-social behaviour.",2
42082,"Yesterday we issued a CCTV image of a man we wanted to speak to about a serious sexual assault at Pryzm nightclub in #Bristol in December.

We now believe we've identified this man. Our enquiries are ongoing. Thanks for sharing our appeal &amp; for calling in with information.",3
4366,"@MMeerkat87 If you would like to leave an official compliment, you can do so on our website, and we will endeavour to pass it on to the officers/staff members who helped you:  - thank you",1
6744,"We’re asking the public to remain vigilant following a recent series of catalytic converter thefts in East Somerset.

In some incidents, the victims were subjected to threatening behaviour by the offenders.

See anything? Call 101, ref 5221113393

More:",3
29439,"Tackling Child Sexual Exploitation (CSE) is everyone's business. 

DC Tracy Sparrow from the Topaz Child Exploitation Team, explains how hotel and B&amp;B reception staff can spot the signs.",1
7783,"Motorcyclists make up only 1-2% of traffic, but represent 21-23% of road casualties in the UK 

@ASPRoadSafety have teamed up with @SCC_RoadSafety to launch Raise Your Ride, an new initiative aimed at raising awareness of advanced riding techniques.",1
4286,"An attempted robbery occurred near Mitchell Gardens, Chard, at 9.30pm on Tue 10 Aug.

The offender is said to be white, male, about 6ft, average build, aged 25-35, had long dark hair and dark clothes.

Witnesses are asked to call 101 ref 5221183387.

More:",3
5645,"@thom_merrilin Hi David, we’re sorry to hear this but we can’t take complaints via Twitter. If you would like to make an official complaint, and have not done so already, you can make one at:  and it will be looked into - thank you",1
3777,"@fawzii_a Hi, please contact our central ticket office via CENTICKETOFF@avonandsomerset.police.uk. Many thanks",1
39152,There's been a serious collision on the #A303 Southfields to South Petherton involving 4 vehicles.  Road closures are in place.,1
19040,"We've arrested a 24-yr-old man on suspicion of outraging public decency in connection with a series of indecent exposure offences on Bristol’s Greville Smyth Park and Ashton Court Estate. 

More details:",1
34692,"A 32yo man appeared at Bristol Mags this morning in connection with two incidents in Mangotsfield on Sunday (21 July).

John Pierre Treasure was charged last night with two counts of assault by beating and two counts of breaching a court order.

He was remanded into custody.",1
656,"Off out Christmas shopping? Stay alert &amp; watch out for unusual behaviour. 

Trust your instincts &amp; report confidentially online at 

#CommunitiesDefeatTerrorism",1
26342,"@CodeNameBongo Hi Ed, please report this to us by calling 101 or on our website",1
37980,"One of our officers was knocked unconscious &amp; suffered a broken jaw after trying to intervene in a dispute while off-duty in the Clifton Triangle area of #Bristol in the early hours of Sunday.

Please read our appeal for information &amp; call if you can help:",3
14085,"@Joosh956 Hi Josh, thanks for your tweet. We can’t take reports via Twitter. You can make a report via our website:  - please provide the registration number in your report if available. Thank you",1
31437,Don’t miss @JuliaCauston report on @bbcpointswest tonight reviewing how #OperationRemedy has performed in its first 6 months. Read the full story -,2
20683,"@englandm1988 Hi Mike, thanks for getting in touch. The social media team wouldn't have access to this information but you can contact us using the general contact form on our website and your query will be directed to the relevant department:",1
3368,"Two men, aged 21 and 45, remain under arrest on suspicion of murder after officers discovered the bodies of two men at a house in Easton, Bristol, on Sunday. 

Our full update is here",1
10980,"@MymbleMymble Hi Emma, thanks for getting in touch. The social media team wouldn't be able to help with this but you can contact us using the general contact form on our website and your query will be directed to the relevant department:  - thank you",1
42074,"@commsaddict @LisaPinkyWard Hi Nicola #JogOn offers advice to both men and women on how to deal with harassment, but also highlights the support available from fellow runners (who may want it). It also warns those behaving in this way that it won't be tolerated and we'll take it seriously.",2
31185,"Did you see a car collide with the central reservation  on the M5 12.42am on Mon 14 Oct? It happened between jncs 22 (Burnham) &amp; 21 (Weston). Did you see the orange VW Polo in the moments before, or people in the carriageway after? Call 101 ref 5219237547.",3
25986,"@Cameron1374 Thanks for the kind words Cameron, they're always appreciated",2
43371,"@PcsharonPage Hi Sharon, thanks for getting in touch. Contact details for the local policing team are available here:  We hope that helps and please let us know if there’s anything else we can help with.",1
13580,Thanks for sharing our appeal to find missing person Roberta Price from Yeovil. We’re pleased to report she has now been found.,3
6573,"@LucieHoodx Hi Lucie, thanks for getting in touch. We can't take information/reports via Twitter as it's not monitored 24/7. You can make non-urgent reports via our website here:  or call 999 if this is urgent. We hope that helps.",1
17742,"Were you out in Millennium Sq, Bristol, at 11pm Sat 8 Aug?

Pls check your phone for photos/film of a man &amp; woman being assaulted by 2 men. They needed hosp care &amp; we think others may have been affected but not come forward. Call 101 ref 5220178539",3
42308,@SuffolkPolice are appealing for help to trace a teenager from Hitcham near Ipswich. It is known she has links to Somerset. Anyone with information is asked to call Suffolk Constabulary quoting CAD number 132 of 27 January 2019.,3
1771,The ‘Threshold Test’ is the evidential standard that must be met before a case can be referred to a prosecutor for a charging decision #C4Rape,1
23294,"Earlier this month, the Queen sent a rallying message to the people of Britain. These are inspiring words to hold onto in difficult times #HappyBirthdayYourMajesty",2
29458,"We're seeking witnesses to a collision in the car park of Morrisons, Summer Lane, Weston-super-Mare, just before midday on Mon 2 Dec. Two elderly pedestrians were hurt in a collision with a car.

If you can help call 101, quoting log 380 of 2 December",3
14441,"The clocks go back tomorrow which means Halloween and Bonfire Night are approaching   

Unfortunately, COVID regulations means you will have to do things differently this year.  

The key things to remember are:

  Rule of 6
 Wear a face covering
  Keep 2 metres apart",1
17399,"@jakegreenwood   Hi Jake, if you have been involved in an incident on the roads, or think you have witnessed an offence. Please report it via our website:",1
24700,@iamleenna Grateful to the majority of people who are being sensible &amp; following guidance to stay home &amp; stay safe. Officers are patrolling the streets as normal. They will find those not complying with restrictions &amp; make clear the importance of social distancing at this time.,2
12765,"An explosion is believed to have occurred involving one of the chemical tanks at Wessex Water’s Bristol water recycling centre.

A rescue operation was subsequently led by the fire service. We can confirm there have been a number of casualties.",1
18707,"@tmoraitauthor   Hi Tracey, thanks for getting in touch. The social media team doesn't have access to information on individual cases. Please use the general contact form on our website and it will be directed to the relevant department:  - thank you",1
19997,"For more information on fraud prevention advice visit Action Fraud's website, or visit our website:",1
30475,"@thelifelivlives Hi, thanks for getting in touch. We can't take info or reports via social media. You can make non-urgent reports via our website here:  We hope that helps",1
34648,"Three police officers – Sgt Cath Larson, Sgt Andy Parsons and Insp Stuart Bell - are taking part in a pedal-pushing cycling marathon to remember fallen colleagues. They're being given a helping push off by Chief Constable Andy Marsh. Details:",2
6517,"We need witnesses, dashcam &amp; info after an assault in North St, Wiveliscombe, between 3 &amp; 4pm Mon 31 May.
A man, woman &amp; two teenage boys got out of a red car &amp; punched &amp; kicked a man who suffered cuts &amp; bruises.
If you can help, call 101 ref 5221120021.",3
10467,"Update on additional community testing from @BristolCouncil and @sgloscouncil below.
Our officers and staff will continue to play their part in helping to stop the spread of COVID-19.
Please continue to stay at home to protect the NHS and save lives.",1
5985,"A man has been charged with attempted murder in connection with the stabbing of a teen at a shop in Bristol in April. 

Kaya Carr, 18 and from Knowle, will appear at magistrates court today (17 Jun).

A second man was charged with the same offence in May.",1
42193,"Last week we were out at properties across our force area carrying out welfare checks on vulnerable people potentially at risk of exploitation by #CountyLines gangs. In total we spoke to 114 people, referring them to support services",1
