,base_text,tweet_class
616,Support and advice is available for anyone who has committed domestic abuse in the past and is worried that the impact of lockdown and Coronavirus may affect their behaviour again. You can call 0808 8024040 or email info@respectphoneline.org.uk,0
617,"If you or someone you know is suffering from #DomesticAbuse – we are here to help you:
 
 Speak to us on Live Chat between 8am to midnight at 
 Call us on 999 in an emergency
 0808 2000 246 - Domestic Abuse Helpline
 
There is #NoExcuseForAbuse",0
618,"You are our eyes and ears at home. If you suspect #childabuse, report it.
 
 Home may not be a safe space for some children right now. We're here to help:
 
 Speak to us on Live Chat between 8am to midnight at 
 Call us on 999 in an emergency",0
619,"Livechat is temporarily unavailable for a little maintenance, we’ll be online again from 08:00. You can still report a crime to us online via our website here",0
620,"The internet can be very useful for educating and entertaining children while we are all staying home, but there can be potential dangers too. A five minute chat about what they're doing online &amp; who they are talking to can help keep them safe",0
621,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford South in relation to the crime of : Burglary #police",0
622,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Public Order #police",0
623,"Today is International Day Against Homophobia, Biphobia and Transphobia. 

Report it, sort it, say no to hate.

#IDAHoBiT #BreakingTheSilence",0
624,"Stay Alert. Stay Safe. 

For the latest Government advice on #coronavirus visit  

#StayAlert #ControlTheVirus #SaveLives",0
625,"The #coronavirus is no excuse for hatred. We all need to stick together to fight against the disease.

 If you’ve been a victim of a hate crime, we do not want you to suffer in silence. Tell us, we are here to help.

 Visit  and search 'hate crime'",0
626,"If you or someone you know is suffering from #DomesticAbuse – we are here to help you:

 Speak to us on Live Chat between 8am to midnight at 
 Call us on 999 in an emergency
 0808 2000 246 - Domestic Abuse Helpline

There is #NoExcuseForAbuse",0
627,"If you have been a victim of domestic abuse, but don't want to contact the Police, Victim Support can still offer help &amp; advice via telephone, skype, email or live chat, during Coronavirus",0
628,Police are appealing for the public’s help to trace the family of a man from #Salford.,0
629,Police are appealing for the public’s help to trace the family of a man from #Eccles.,0
630,"#Prevent | The best way to tackle terrorism is to stop people being drawn into violent, extremist activity in the first place.
 
If you think someone you know is at risk, visit the Let’s Talk About It website.",0
631,"Screen time for kids is unavoidable right now, but take a moment to check who they are talking to online.

⁉ If you’re worried @SeeMeHearMeWM has lots of help, advice and support as well as a place to report suspected abuse. 

Just visit",0
632,Children might be spending more time on the internet while in isolation or social distancing. Remember that people aren't always who they say they are online. A five minute chat with #YourChild could help keep them safe,0
633,"@Morris9Chris We’re fortunate to have great relationships with many communities, our aim has been to encourage &amp; support to comply with Gov restrictions. We’re sorry on this occasion staff haven’t socially distanced, we’ll be speaking to them to remind of their responsibilities.",0
634,"You are our eyes and ears at home. If you suspect #childabuse, report it to us.

 Home may not be a safe space for some children right now. We're here to help:

 Speak to us on Live Chat between 8am to midnight at 
 Call us on 999 in an emergency",0
635,"Domestic abuse can involve controlling behaviour, physical violence, or both. If you think someone you know is a victim, report it",0
636,"@DOTW_UK has now translated the NHS guidance on #Covid19 into 49 languages 

Find them here",0
637,@PlantStolen @ShropshireStig @thegibosuk,0
638,@ShropshireStig @thegibosuk,0
639,"Looking at indecent images of children is a crime, but anonymous advice &amp; information is available from Stop It Now. Confidential Helpline 0808 1000 900",0
640,"During the #Coronavirus outbreak, lots of misinformation will be shared. Make sure you only get information from trusted sources.",0
641,"At home shouldn’t mean at risk. If you or someone you know is suffering from #DomesticAbuse, tell someone. 

Police response &amp; support services remain available. Find support at  or call 999 if you are in immediate danger. 

#YouAreNotAlone",0
642,"#HelpUsToHelpYou when implementing new #Coronavirus regulations. We will always look to approach, engage, explain and encourage.",0
643,"Celebrating our NHS heroes along with care workers and partners.

#ClapForKeyWorkers  #StayHomeSaveLives #Covid19",0
644,"If your children are on the internet more often and you want to keep them safe online, but aren't sure about the different apps and websites, the NSPCC have lots of useful information to help you",0
645,"West Yorkshire Police now has a dedicated page for the latest updates on the Coronavirus.

Police across West Yorkshire are working hard to keep the public safe amid the ongoing threat from the Coronavirus pandemic.

#StayHomeSaveLives

Find out more at:",0
646,"If you are out of the roads, please slow down and stay safe. Do not speed. 

Together we can help our emergency services focus resources where they are most needed.

#WYPTheCost #StayHomeSaveLives #COVID19",0
647,"Screen time for kids is unavoidable right now, but take a moment to check who they are talking to online. If you’re worried @SeeMeHearMeWM has lots of help, advice and support as well as a place to report suspected abuse. 

Just visit",0
648,"Always take the key out of the lock and keep it in a safe place. Do not leave keys in reach of a letterbox, a cat flap, or on view through a window",0
649,"If you're worried that someone you know is suffering domestic abuse, but you'd rather not speak to the police, there are lots of other agencies who can help",0
650,We are continuing to arrest people from all backgrounds for looking at indecent images of children. Help is available to change your behaviour from Stop It Now. Confidential Helpline 0808 1000 900,0
651,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Affray #police",0
652,"#Prevent | If you are worried about someone developing extremist views, visit the ‘Let’s Talk About It’ website for help and advice.",0
653,"If you’re worried that a child could be at risk of neglect or abuse during Covid-19, the NSPCC have advice on spotting the signs and who you can contact.

Find out more at:",0
654,"#Prevent | Online platforms can be a door to the rest of the world. Unfortunately, they can also be used to exploit vulnerable people.

If you are worried that one of your friends or family is showing signs of radicalisation seek advice.",0
655,@abid56chohan,0
656,If you're worried about anything that you have seen or anyone that has contacted you online we have specially trained officers who you can speak to,0
657,"When collecting people from the airport, only a driver from the same household should be attending. This is to ensure that the number of people coming to the airport is kept to a minimum in line with the Government advice. Thank you and stay safe.",0
658,Keeping people safe remains our priority. Looking at indecent images of children isn’t a victimless crime. If you’re convicted you will be placed on the sex offenders register,0
659,"We continue to take all reports of domestic abuse seriously. No matter how insignificant you might think something is, speak out",0
660,#GMCommunityHubs | Help and support is available across Greater Manchester if you need help getting food and medical supplies. Please find contact details and opening times each geographical area below #StayHomeSaveLives,0
661,"Criminals spend hours researching you for their scams, hoping you’ll let your guard down for just a moment. 

Remember: always #TakeFive  before handing over your money or information.",0
662,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even when you’re in.

Find out more at:",0
663,"#YouAreNotAlone  At home shouldn’t mean at risk. If you or someone you know is suffering from #DomesticAbuse, isolation rules do not apply.

Police and support services remain available. Click the link below to find out more.

 Call 999 if you are in immediate danger.",0
664,"The internet can be very useful for educating and entertaining children while we are all staying home, but there can be potential dangers too. A 5 minute chat about what they're doing online &amp; who they're talking to can help keep them safe",0
665,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even when you're in.

Find out more at:",0
666,"Thank you to the real heroes. 

Thank you London. 

#ClapForKeyWorkers #ClapForCarers

London is together.",0
667,"If you have been the victim of sexual abuse, whether it happened recently or in the past, there are people who are here to listen. It's never too late to speak out",0
668,"If you're convicted of looking at indecent images of children you will be placed on the sex offenders register and you could lose your friends, family or your job",0
669,"If you know someone whose family member or partner is threatening them, controlling their behaviour or being violent - we can help. #YouAreNotAlone 
 
Visit our website to speak to us using Live Chat. We're always here to help. #DomesticAbuse",0
670,"At home shouldn’t mean at risk.

If you are suffering from #DomesticAbuse, you do not need to stay at home.

Police response and additional support services remain available. We are here to help.

In an emergency, always call 999.

#YouAreNotAlone",0
671,"Take care on our roads. Speeding could cost you your licence, your car, your job, your life #WYPTheCost #StayHomeSaveLives",0
672,"Do you want to take calls to our emergency and non-emergency line, providing vital assistance to our front line officers?

We're recruiting Contact Officers. Apply now:",0
673,"Living with the effects of sexual abuse can impact on your life in many ways, if you're ready to speak about it, we're here to listen",0
674,If you're worried that someone you know is suffering domestic abuse but you'd rather not speak to the Police you can call Crimestoppers anonymously on 0800 555 111,0
675,"At home shouldn’t mean at risk. If you or someone you know is suffering from #DomesticAbuse, tell someone.  

Police response &amp; support services remain available. Find support at  or call 999 if you are in immediate danger. 

#YouAreNotAlone",0
676,"Child exploitation can happen to anyone, any time. 

During these unprecedented times it is more important than ever we are looking out for children and young people and know the potential increased risks they face.",0
677,"If you're using social media apps to keep in touch with friends during the Coronavirus, remember that some people will use false accounts &amp; fake photos to trick people into thinking they are someone they are not",0
678,"If you are concerned about a child or young person, please get in touch. 

You may be the only way a child or young person could be protected if they are unsafe and unable to access support from within their own home.",0
679,"#ThankYou | We join the nation in applauding the #NHS and all other key worker heroes. Thank you to everyone, including those behinds the scenes, for all that you're doing. #ClapForOurCarers #ClapForOurKeyWorkers",0
680,"Please, please stay at home this bank holiday weekend. Your local policing teams will be out &amp; about, advising, reassuring and enforcing where necessary. Remember to follow the measures put in place to protect the #NHS and save lives.  #StayHomeSaveLives",0
681,"#StayAtHomeGM | Stay at home to help save lives.
 Only go out for essentials such as food or medicine, or to exercise, but always keep 2 metres apart from others
 Do NOT meet others, even friends and family
#StayHomeSaveLives",0
682,"#StayAtHomeGM | You should only leave your home for essentials such as food or medicine, or to exercise. When you do, it is very important that you #KeepYourDistance from others. ↔You need to be at least 2 metres (about three steps) apart from other people.",0
683,Please be reassured that we are here for you if you need help and support - the police will still respond to reports of domestic abuse and support services are still available.,0
684,"If you know someone whose family member or partner is threatening them, controlling their behaviour or being violent - we can help.

 Visit our website to speak to us using Live Chat. We're always here to help.",0
685,"Good morning. We hope you're all keeping safe and well at home.

 We encourage everyone to use our online services during this busy time.

You can visit our website to:
 Search for advice
 Report crime
 Speak to us on Live Chat

 If it's not 999, search: WMP online",0
686,"The #coronavirus is no excuse for hatred. We all need to stick together to fight against the disease.

If you’ve been a victim of a hate crime, do not to suffer in silence. Tell us, we're here to help.

 Visit  and speak to us on Live Chat.",0
687,"During the #Coronavirus outbreak, lots of misinformation will be shared. Make sure you only get information from trusted sources. 

Find out more at:",0
688,Children may be spending more time on the internet while in isolation or social distancing. Remember that people aren't always who they say they are online. A five minute chat with #YourChild could help keep them safe,0
689,"#HelpUsToHelpYou when implementing new #Coronavirus regulations. We will always look to approach, engage, explain and encourage. 

Find out more at:",0
690,"Please, please stay at home this weekend &amp; follow the government's advice. Your local policing teams will be out &amp; about, advising, reassuring and enforcing where necessary. Remember to follow the measures put in place to protect the #NHS. 
#StayHomeSaveLives #COVID19",0
691,"If you receive an email or text from HMRC asking you to provide personal or financial information....

STOP....It's a scam!",0
692,"The weather is set to be warmer this weekend. But please don’t be tempted to go out and enjoy the sunshine. Remember to follow the measures put in place to protect the #NHS and save lives.

#StayHomeSaveLives",0
693,Advice for members of the public around use of our 101/999 lines during the #Coronavirus outbreak.,0
694,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Theft from Motor Vehicle #police,0
695,Coronavirus-related scams are on this rise. Here’s where you can get the latest information on how to protect yourself.,0
696,"Keeping in touch with friends and family online? Check out these top tips on how to protect yourself from the latest online threats.

@ncsc #CyberProtect",0
697,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Keighley in relation to the crime of : Theft from Motor Vehicle #police",0
698,Mandate fraud is one of the most reported frauds in the UK. You can defend yourself and your business against it by following these simple tips…,0
699,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even when you’re in",0
700,"#StayAtHomeGM | The single most important action we can all take, in fighting coronavirus, is to stay at home. Please avoid travelling long distances to exercise, stay local. @CCIanHopkins sets out the only reasons to leave your homes this weekend. #StayHomeSaveLives",0
701,#StayAtHomeGM | You can spread the #Coronavirus even if you don’t have symptoms. Stay at home and away from others (social distancing) Latest advice:  #StayHomeSaveLifes,0
702,"We've had to take enforcement action for a number of individuals &amp; businesses over the last 24 hours. You should only go outside for food, health reasons or work. You can spread the Coronavirus even if you don't have symptoms.

Latest Government guidance:",0
703,"Looking at indecent images of children is a crime, but anonymous advice and information is available from Stop It Now. Confidential Helpline 0808 1000 900",0
704,"Would your family forgive you if you were placed on the sex offenders register? Looking at indecent images of children is a crime. No excuses, you will be caught",0
705,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford East in relation to the crime of : Theft From Shop #police",0
706,#StayHomeSaveLifes | You can spread the #Coronavirus even if you don’t have symptoms. Stay at home and away from others (social distancing) Latest advice:,0
707,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds City in relation to the crime of : Criminal Damage #police",0
708,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Burglary #police,0
709,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Public Order #police",0
710,Can you help police find a missing man from Tameside General Hospital.,0
711,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Keighley in relation to the crime of : Assault #police",0
712,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford East in relation to the crime of : Serious Offence #police",0
713,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Dewsbury in relation to the crime of : Theft #police",0
714,"If your partner is controlling your money, this could be domestic abuse",0
715,"Gatherings and house parties may not be all they seem for young people in West Yorkshire. If you don't know, don't go",0
716,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Theft From Person #police,0
717,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Make off Without Payment #police,0
718,Police are appealing for the public’s help to trace a wanted man from #Manchester.,0
719,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds East in relation to the crime of : Theft From Shop #police",0
720,"Secretive behaviour? Going missing? Skipping school? New adult friends? Do you ""Know The Signs""?",0
721,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Commercial Burglary #police,0
722,"Our website is here to help with all your non-emergency questions.

 Quickly search for advice on any problem you may be facing. Or you can report crime online.

 You can always speak to an adviser on Live Chat between 8am-midnight who'd be happy to help.",0
723,#APPEAL | Police are appealing for information after a man died following a collision in Trafford |,0
724,"Do you need to call 999 but too scared to speak or make a noise? Press 55 when dialling 999 from a mobile, this then tells the police that the call is a genuine emergency #SilentSolution #MakeYourselfHeard",0
725,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds South in relation to the crime of : Serious Offence #police",0
726,"Coronavirus | Wash your hands more often than usual, for 20secs each time with soap and water, or use hand sanitiser.

Especially when you:

 Get home or into work
 Blow your nose, sneeze or cough
 Eat or handle food

These actions will help to protect yourself and others.",0
727,#Gallery | Greater Manchester Police welcomed 116 new recruits to the force on Monday 2 March 2020. View the gallery of images on our Flickr here:,0
728,"On average, a scooter or motorbike is stolen every hour in London. 
Make sure it’s not yours.",0
729,"Invited to a get-together and offered free drinks and lifts? If you don't know whose party it is and where it is, don't go",0
730,Did you know that domestic abuse doesn't always involve physical violence? Controlling behaviour is still abuse. We're here to help,0
731,Registration for West Yorkshire Community Alert is free and simple. Make sure you sign up for information about crime in your area. Sign up:,0
732,See yourself being part of our family? Find out more by emailing Neighbourhoods-Confidence@gmp.police.uk.,0
733,Happy #StDavidsDay to all those celebrating today #1stOfMarch #Wales,0
734,"Forced marriage is a crime where one/both spouses do not, or cannot, consent to the marriage and duress is involved. Find out more at:",0
735,Greta Thunberg has now left the stage @bristolYS4C #BristolYS4C and we're expecting the march to move off shortly,0
736,"Further to the above Naomi Marum, 25, appeared before Leeds Crown Court yesterday, where she pleaded guilty to her part in the offence and was sentenced to six months' imprisonment.",0
737,"Being placed on the sex offenders register for looking at indecent images of children could result in you losing your job. No excuses, you will be caught",0
738,"Have you witnessed a crime? We’re piloting a new approach in Leeds and Bradford in which members of the public can provide a witness statement over the phone. 

Find out more at:  

#SavingTimeDownTheLine",0
739,"Got a smart TV?  Maybe a smart speaker? 

#SoftwareUpdates will help your smart devices stay smart. 

For more info, visit",0
740,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Dewsbury in relation to the crime of : Burglary #police",0
741,"If you sign up to West Yorkshire Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. Find out more at:",0
742,West Yorkshire Police is proud to support LGBT+ History Month #LGBTHM20,0
743,"If someone you don't really know offers you a free party with drinks and lifts, always remember, it may not be what it seems. If you don't know, don't go",0
744,"Did you know you can contact our Contact Management Centre (in a non-emergency) by using our ""101 Live Chat"" system. For times when it may not be convenient to call. Save time, do it on line. #ClickB4UCall",0
745,"Burglaries often increase during the winter months, when burglars take advantage of the longer hours of darkness. 

See what measures you can take to secure your home:",0
746,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Make off Without Payment #police,0
747,"A 29-year-old man, who is believed to have been attending prayers, was arrested inside the mosque on suspicion of attempted murder.

A man in his 70s was treated by paramedics before being taken to hospital. Condition assessed as non life-threatening.",0
748,GMP training exercise taking place this evening alongside @NWAmbulance @ManchesterFire @manarndale,0
749,"Livechat is temporarily unavailable for a little maintenance, we’ll be online again from 13:00. You can still report a crime to us online via our website here",0
750,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Theft from Vehicle #police,0
751,Is your partner controlling of what money you spend? This could be domestic abuse,0
752,Sgt Mitch Darby giving you a tour of two of our vehicles.,0
753,#TrafficTakeover,0
754,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Theft of Pedal Cycle #police,0
755,"#GMPMuseum | Come and visit our Greater Manchester Police Museum over #HalfTerm between 10.30am and 3.30pm. We're open Tuesday 18th, Wednesday 19th &amp; Thursday 20th February this week. Entry is free &amp; we're on Newton Street in Manchester city centre #GMPArchives",0
756,"Special Constable recruitment is open. 

Specials have the same powers as regular officers and usually work as part of Neighbourhood Policing Teams, but they also work at public events such as football matches, galas and concerts.",0
757,"Do you teach years 7, 8 or 9? We need their help to promote online safety for our #WYPCyberContest. 

Find out more about our competition at:",0
758,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Serious Offence #police,0
759,Heard something that could be terrorist related? You could make the difference. Action Counters Terrorism,0
760,"@JuliePye8 Hello, You can report this to your local policing team. Numbers are available under your area on our website",0
761,"We will not tolerate homophobic or any type of hate crime, if you've been a victim we're here to help  #LGBTHM20",0
762,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Assault #police,0
763,"#ValentinesDay won't be a romantic time for everyone. 

For domestic abuse sufferers it's just another day.

If you are worried about someone you know, tell someone.",0
764,"Please #SHARE | We need to be #TacklingViolenceTogether 

Information from you doesn't just detect crimes, it can also help prevent a crime from happening in the first place. You could save a life. 

Call @CrimestoppersUK. Today. Right Now.",0
765,Did you know that Clare's Law gives any member of the public the right to ask the Police if their partner or ex-partner poses a risk to them? Call us on 101,0
766,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Huddersfield in relation to the crime of : Theft From Shop #police,0
767,"Appeal: Road Traffic Collision, Leeds #police",0
768,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Burglary #police",0
769,"Domestic abuse won't stop for #ValentinesDay. If you are being abused or you're worried about someone you know, tell someone",0
770,"Domestic abuse can happen to people of any age, gender or sexual orientation. There's help for everyone",0
771,"Today, we remember Insp David Leitch, who sadly lost his life on this day in 1990. #WeWillRemember",0
772,"Appeal For Witnesses: Serious Road Traffic Collision, Bradford #police",0
773,"If you sign up to West Yorkshire Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. Find out more:",0
774,GMP launch #foreveramnesty following the success of Operation Sceptre’s week-long knife amnesty which saw over 600 knives deposited across Greater Manchester. Ten knife amnesty bins have been permanently placed in police stations throughout the region.,0
775,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds South in relation to the crime of : Public Order #police",0
776,"West Yorkshire Police is supporting Sexual Abuse &amp; Sexual Violence Awareness Week. 

The silence around abuse must be broken. 

#ItsNotOk

Find out more at:",0
777,West Yorkshire Police is proud to support LGBT History Month #LGBTHM20,0
778,"We are working non-stop, day and night, to tackle violence in #London

Find out how we are intensifying our efforts to identify, target and pursue those involved in violent crime 

#TacklingViolenceTogether",0
779,Clare's Law provides a mechanism for anyone to ask if their partner or ex-partner has a history of domestic abuse. Call 101 or visit:,0
780,"Going missing? New adult friends? Skipping school? Secretive behaviour? Do you ""Know The Signs""?",0
781,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds North East in relation to the crime of : Assault #police",0
782,"Third parties, such as parents, neighbours or friends can ask about someone's history of domestic abuse, if they have concerns. Find out more at:",0
783,"Appeal: Serious Assault, Bradford #police",0
784,Police are appealing for the public’s help to trace the next of kin of a man from #Salford.,0
785,Do you know someone who doesn't have access to social media but could benefit from having key information about crime in their area? They can get community alerts via email. Find out more at:,0
786,Police are appealing for information after a man was seriously injured in a collision in #Salford.,0
787,"Whether you are in a heterosexual or same-sex relationship, you can use Clare's Law to ask if your partner or ex-partner has a history of domestic abuse",0
788,"The police will never send someone to your home to collect money, or ask you to transfer funds out of your account. Don’t make life easy for criminals. #CourierFraud

Find out more here:",0
789,"When you sign up to West Yorkshire Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. Find out more:",0
790,"Please #SHARE | Do you recognise these men wanted for drug offences in London's West End?

DS Waite: “There is an undeniable link between drug supply and violence which we're working hard to tackle across London""

No info is too small. Call 101 ref 6534748/19 or @CrimestoppersUK",0
791,"Unsure whether someone on the phone claiming to be your bank or police is genuine? Hang up, wait a minute, then call your bank/police on a known number to verify their identity. #CourierFraud

Find out more here:",0
792,You can stop terrorists &amp; online extremists by reporting online content anonymously. ACT. Action Counters Terrorism.,0
793,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Deception / Fraud #police,0
794,"You can report crime online via our website, in your own time &amp; at your own convenience. Our website is fully responsive &amp; designed for use on smartphones &amp; tablets. Save time, do it online. #ClickB4UCall",0
795,#Update | Update on the investigation into the rape of a teenage girl in Rochdale |,0
796,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Theft non specific #police",0
797,"Special Constable recruitment is now open. Specials have the same powers as regular officers and usually work as part of Neighbourhood Policing Teams, but they also work at public events such as football matches, galas and concerts.",0
798,There are Safeguarding Units across West Yorkshire that understand forced marriage and know how to help,0
799,Registration for West Yorkshire Community Alert is free. Sign up for information about crime in your area. Sign up:,0
800,Update on demonstration in #Manchester city centre #Arndale,0
801,"Enjoy yourselves on nights out but get home safe, always use registered taxis and stay with friends where possible",0
802,"Watching the Geoff &amp; Yasmeen storyline on tonight’s #Corrie? 

If you’re worried about your own controlling behaviour, or worried that you yourself are at risk because of someone else’s behaviour, then help is available for all.",0
803,We're encouraging parents and carers to have five minute chat with #YourChild about keeping safe online. Find out more about our campaign at:,0
804,"Just because someone knows a few basic details about you, it doesn’t mean they are genuine. Fraudsters regularly use personal information to build trust and believability. #CourierFraud",0
805,"Police officer recruitment closes on Monday. 

Making some last minute changes to your application? Don’t leave it too late.",0
806,"Just because someone knows a few basic details about you, it doesn’t mean they are genuine. 

Fraudsters regularly use personal information to build trust and believability. 

Find out more here  

#CourierFraud",0
807,"Looking at indecent images of children is a crime, but anonymous advice and information is available from Stop It Now. Confidential Helpline 0808 1000 900 -",0
808,"Be a leader  Be an inspiration to our cadets.

 Volunteering is easy
 Volunteering is exciting
 Volunteering is enhancing
 Volunteering is YOU

For more info visit  

#LeadMentorInspire",0
809,We are currently recruiting Contact Officers to join our Contact Centre. Find out more at:,0
810,"Just because someone knows a few basic details about you, it doesn’t mean they are genuine. Fraudsters regularly use personal information to build trust and believability. #CourierFraud

Find out more here:",0
811,"Do you need Police assistance but don't know your exact location? If you have GPS, #What3Words can pin your location down to 3 metres, and can be used online or via the official app. You can find out more about the app at",0
812,Forced marriage is a crime where one or both spouses do not/cannot consent to the marriage and duress is involved. Find out more at:,0
813,Heard something that could be terrorist related? You could make the difference. #ActionCountersTerrorism,0
814,Do you know someone who doesn't have access to social media but could benefit from having key information about crime in their area? They can get community alerts via email. Find out more at -,0
815,"If you are convicted of looking at indecent images of children you will be placed on the sex offenders register and you could lose your friends, family or your job",0
816,"The Matrix Challenge is a free cyber skills competition open to 11-17 year olds in the UK

The first stage of the challenge is a fun digital game, which will test knowledge of the Computer Misuse Act &amp; how to stay safe online

Interested? Register now",0
817,"Never assume a phone call is authentic just because someone knows your basic de-tails such as name and address. If something feels wrong, then it’s usually right to question it. #CourierFraud

Find out more here:",0
818,"Children who are exposed to domestic abuse in the home may have difficulties learning, limited social skills, be more likely to use violence or suffer from anxiety and severe depression. Help is available at",0
819,"Did you know, you can report crime via our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on smartphones and tablets. Save time and do it online #ClickB4UCall",0
820,"On 16th June 2014, new legislation was introduced, which means that forced marriage is a crime. You can find out more at:",0
821,"If you sign up to West Yorkshire Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. You can find out more at:",0
822,"It might feel difficult to talk to someone, but #runningaway can make your problems worse",0
823,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale, Halifax in relation to the crime of : Robbery #police",0
824,"Did you know, you can report certain crimes on our website - in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. Save time, do it online. #ClickB4UCall",0
825,"If you notice a house on your street that you think could be home to modern slavery, you can contact the Modern Slavery Helpline on 08000 121 700",0
826,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford South in relation to the crime of : Theft non specific #police",0
827,We're encouraging parents and carers to have five minute chat with #YourChild about keeping safe online. Find out more at:,0
828,West Yorkshire Police is committed to tackling forced marriage and will treat all reports sensitively to support victims - Find out more at:,0
829,"West Yorkshire Community Alert is here. You can get local news, crime info and see what West Yorkshire Police is doing to keep communities safe. Find out more at:",0
830,FGM has lifelong consequences for us all. Let's protect our girls. Visit  to find out more #EndFGM,0
831,The family of a man who died following a collision in #Wigan have paid tribute to him.,0
832,Action counters terrorism - Have you heard something that could be terrorist related? Report it.,0
833,"Children who are exposed to domestic abuse at home may have difficulties learning, limited social skills, be more likely to use violence or suffer from severe depression and anxiety. Help is available:",0
834,There are Safeguarding Units across West Yorkshire that understand forced marriage and know how to help. You can find out more at:,0
835,If you notice something suspicious that could be terrorist related don't delay. Just ACT #ActionCountersTerrorism,0
836,"Did you get a drone for Christmas? 

Follow the @UK_CAA's advice to ensure you have a safe and enjoyable first flight 

ℹ If your drone or model aircraft weighs between 250g - 20kg you must register it and pass the drone test.

Be #DroneSafe",0
837,"Our new graduate entry scheme for becoming a police officer is now open!

Click here for more information and to apply now:",0
838,"If you are worried about online grooming there are people who can help, who won't blame or judge you #WhoRUTalking2",0
839,Did you know you can report crimes and other non-emergencies online via our website now instead of calling 101? Click here to find out,0
840,#Runningaway won't provide the answer to your problems,0
841,If you see extremist or terrorist content online report it to police anonymously. Just ACT - ActionCountersTerrorism,0
842,"Going missing? Secretive behaviour? Skipping school? New adult friends? Do you ""Know The Signs""?",0
843,"West Yorkshire Community Alert is here. Get local news, crime info and see what West Yorkshire Police is doing to keep communities safe. Find out more at:",0
844,"Make it your New Year's resolution to register for community alerts. 

Sign-up to receive information about crime in your area and positive work being carried out by police.

Find out more at:",0
845,Who's talking to #YourChild online? People may not always be who they say they are. You can find out more at:,0
846,#ActionCountersTerrorism - Heard something that could be terrorist related? You could make the difference. #ACT,0
847,"Did you know, you can report certain crimes on our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. Save time, do it online. #ClickB4UCall",0
848,Childbirth complications. Infection. Anxiety. Female Genital Mutilation has lifelong consequences for us all. Find out more at:  #EndFGM,0
849,"We are supporting the Inspector Direct Entry Programme.

We’re looking for exceptional individuals with proven leadership and management skills to join our Force.  

Click here to find out more:",0
850,"Today, we remember PC Tony Sweeney, who sadly lost his life on this day in 2012. #WeWillRemember",0
