,base_text,tweet_class
637,A candle has been lit at Police HQ today in memory of PC Arthur Jagger who was killed on this day in 1951. #WeWillRemember,2
638,Candle lit at Police HQ today in memory of Insp Duncan Fraser who was killed on this day in 1951. #WeWillRemember,2
639,"@roderickadieu Hi Rod, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
640,"Online harassment and stalking is illegal. Just because it’s easy to do doesn’t mean it’s right – think before you type.

If you’re suffering online harassment we are here to help – check out our advice online.",1
641,"Online harassment and stalking is illegal. Social networking sites can help facilitate stalking and harassment, enabling offenders to impersonate others online or to send or post hostile messages to their victim.

Get help and advice online",1
642,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Theft from Vehicle #police,3
643,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield, Wakefield North East and Rural in relation to the crime of : Theft #police",3
644,Find out more at:,1
645,We would encourage those visiting pubs and bars to enjoy themselves but continue to follow the guidelines. Many businesses and venues are reopening this weekend but new measures will mean a change in the way they operate.,1
646,"Please plan ahead, allow extra time for your journey, and be patient when travelling. Consider walking or cycling where you can.

If you need to use public transport: 
 avoid peak times
 wear a face covering
 keep your distance
 follow operator guidance",1
647,"You should only visit restaurants, bars and pubs with others in your household or support bubble or with one other household. It is against the law to gather in groups of more than 30 people, except for limited circumstances as set out in the law.",1
648,"There is a dedicated policing operation in place and you may see a much higher police presence in the city centre and surrounding areas. Enjoy yourself, but do this within the law and respect those around you.",1
649,Officers will be out tackling dangerous drivers to improve the safety of other road users in an effort to reduce the number of collisions caused by irresponsible drivers,1
650,"If you're heading out tonight, enjoy yourself sensibly. It's still everyone's job to control the virus. 

 keep your 1m+ distance
 Plan your route home - you may need a mask
 Wash your hands
 Take hand sanitiser
 Drink responsibly",1
651,Social distancing measures remain in place and you are still required to keep a minimum of one-metre distance between you and anyone outside of your household. A distance of 2m should be kept where possible.,1
652,"A candle has been lit at Police HQ today, in remembrance of PC John Kew. #WeWillRemember",2
653,"Having a drink this weekend? Leave the keys at home. Consider jumping in a taxi &amp; remember:

 Wear a face covering
 Sit away from the driver &amp; open windows
 Keep a safe distance at ranks
 Follow driver/operator guidance

@gmptraffic

#DontDrinkAndDrive #Fatal5 #SafeGM",1
654,"Venturing out on the roads? Police enforcement is there to keep you and your communities safe.

All of us have a part to play - watch your speed.

@gmptraffic

#RoadSafety #SlowDownSaveLives #Fatal5",1
655,"If you do have to travel, please drive responsibly and within the speed limit. Let’s keep each other safe. @gmptraffic

#Fatal5 #SafeGM #TakeExtraCare

 avondale91 on Instagram",1
656,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale in relation to the crime of : Deception / Fraud #police,3
657,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even when you’re in.",1
658,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Theft #police",3
659,If you think anyone is possibly a victim of modern slavery then contact the Modern Slavery Helpline on 08000 121 700 or visit,1
660,"Special Constable recruitment is open. Do you have what it takes?

Find out more at:",1
661,"We would urge motorists to consider their actions and the impact this can have, to not only their loved ones, but also the loved ones of those who may be innocently caught up in collisions",1
662,Officers will be out tackling dangerous drivers to improve the safety of other road users in an effort to reduce the number of collisions cause by irresponsible drivers,1
663,"@Spiritu16042910 Hello, we appreciate you have raised some concerns here and these can be addressed through our complaints procedure here:  Other options include complaining via 101, in person at a police station or by contacting the IOPC:  Thank you.",2
664,"Can you help? The key to preventing the raves is early intelligence. If you have any information on a rave taking place or hear about an event, please contact us on 101 or via our online reporting. Your help can ultimately save lives.",3
665,"As the country returns to work we're asking for your help to spot victims of #ModernSlavery. Signs include:
 Long hours
 Little or no pay
 Held against their will
 Poor working conditions
 Threatened verbally and physically
 Report it at",1
666,"If you’re worried that a child could be at risk of neglect or abuse during Covid-19, the NSPCC have advice on spotting the signs of who you can contact.",1
667,#TogetherGM | GMP &amp; Healthcare professionals in Greater Manchester are asking the public to take care and protect themselves and the NHS as social distancing guidelines are eased this weekend,1
668,"If your partner has been violent or abusive towards you, you can now report this through our website, but always ring 999 if you are in immediate danger.",1
669,"#ModernSlavery can take place in hand car washes, takeaways, hotels, recycling plants and packaging warehouses.

 Report your suspicions:
Call the Modern Slavery Helpline - 08000 121 700
Speak to us on Live Chat at",1
670,"Vulnerable people are being abused and trapped into Modern Slavery by gangs who exploit them for profit.

Let’s learn to spot the signs. 

#SlaveryOnYourDoorstep

Find out more at:",1
671,"@GreenAcornProp Hi Green Acorn Property, we’re sorry to hear this. If you would like to make an official complaint, and have not done so already, you can make one at:  and it will be looked into - thank you",2
672,#Reminder | Email fboa@fpu.pnn.police.uk for any further questions/advice.,1
673,#SafeStaycation | Off for a day out? Pack your sat nav away before you get the picnic out,1
674,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Theft of Motor Vehicle #police,3
675,"#ModernSlavery victims are vulnerable, frightened, and need your help. If you suspect someone is being forced to work against their will, report it.

 Report your suspicions:
Call the Modern Slavery Helpline - 08000 121 700
Speak to us on Live Chat at",1
676,"When you get in a car the first thing you should do is put your seatbelt on. Belt up or it could cost you a fine, your licence, your life. 

#WYPTheCost",1
677,"There are no safety measures in place at these unauthorised events. If anything goes wrong and you, your son, or your daughter are attending, we might not be able to help you as quickly as we would do normally.",1
678,"Modern slavery could be happening on your doorstep. 
Let’s learn to spot the signs. 

#SlaveryOnYourDoorstep

Find out more at:",1
679,"We are currently inviting applications from substantive Detective Constables, Trainee Investigators and Police Constables, who are wishing to undertake a level transfer ideally with investigative experience and a flair for digital investigations.

More at:",1
680,"@FulcrumTrev @SalfordCouncil Hello, thank you for your message. Social Media is not monitored 24/7. We do not accept reports via social media. You can report this on our website here:  or through our livechat service. You can also report through 101. Thank you.",1
681,Attending an illegal rave is unacceptable. You are putting yourself and others at risk. Stop and Think.,1
682,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds South in relation to the crime of : Burglary #police",3
683,"We are working to support the most vulnerable across West Yorkshire during #Coronavirus and have extended the Telephone Witness Service to the entire county, reduce the need for physical contact and increasing convenience for victims and witnesses.",1
684,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale in relation to the crime of : Criminal Damage #police,3
685,"#WATCH | ""The victim of the stabbing is incredibly lucky to be alive."" PC Hunt talks about how Police had to cut down gates and fences to get the victim out because the ambulances couldn't even get in there. Those thinking of going to an illegal rave he advises to ""stay away"".",1
686,"If you need to report domestic abuse, but don’t want to do it over the phone, you can now use our new online form but always phone 999 in an emergency.",1
687,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Drugs #police,3
688,"If someone that you live with has been abusive or violent towards you, you can now report this through our website, but always ring 999 if you are in immediate danger.",1
689,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Dewsbury in relation to the crime of : Burglary #police",3
690,Stay Alert. Stay Safe. For the latest Government advice on #coronavirus visit  #StayAlert #ControlTheVirus #SaveLives,1
691,"You can now report domestic abuse via our website, but if a crime is in progress always dial 999.",1
692,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Make off Without Payment #police,3
693,@PM1520 We’re currently collating statements and reviewing the large amount of footage available to us. We’re seeking early investigative advice from the Crown Prosecution Service and will continue to liaise with them as the inquiry progresses,2
694,"Over 5400 Telephone Witness Statements have now been taken since its introduction earlier this year. 

Chief Inspector Shelley Slarke explains how a victim in Bradford used the service to their advantage during the lockdown period",1
695,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Theft #police,3
696,"If you are suffering domestic abuse, but are worried about being heard if you phone the police, you can now report using our new online form. Always call 999 in an emergency.",1
697,"As we start to see an increase in traffic on the roads we want to remind our communities to take extra care when travelling. 

Speeding kills, and driving within the speed limits makes our roads safer and will save lives. 

#SlowDownSaveLives",1
698,"As part of #VolunteersWeek we will be hosting another Facebook live to answer your questions about Specials recruitment.

This is your chance to ask any questions about the role.

We will be going live at 5pm on Friday 5th  June. We hope to see you there!",1
699,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Deception / Fraud #police,3
700,"#ReportOnline | Our phone lines can get very busy at times, so instead of calling please consider using our livechat service or reporting online. It’s very easy to do and can save time waiting on the phone. Find our more here:",1
701,"Are you a parent/carer looking for information on how to help keep your child safe online if their school has closed? 

Read CEOP's advice on things you can do to support your child’s safety online during this uncertain time.",1
702,"As part of National Volunteers Week, taking place next week, we will be hosting a special Facebook live to answer your questions about Specials recruitment, 

This is your chance to ask any questions about the role. 

We will be going live at 1pm on Monday 1st June @WYP_Specials",1
703,"Domestic abuse and violence continues to be a priority for West Yorkshire Police. If you have been abusive in the past and are worried about this happening again due to the impact of social distancing during Coronavirus, help is available",1
704,"Sneak in burglars may not be following the social distancing advice, keep your doors &amp; windows locked even when you’re in, to keep them out.",1
705,"If you’re worried that a child could be at risk of neglect or abuse during Covid-19, the NSPCC have advice on spotting the signs and who you can contact.",1
706,"We are working to support the most vulnerable across West Yorkshire during #Coronavirus and have extended the Telephone Witness Service to the entire county, reducing the need for physical contact and increasing convenience for victims and witnesses.",1
707,"The #coronavirus is no excuse for hatred. We all need to stick together to fight against the disease.
 
 If you’ve been a victim of a hate crime, we do not want you to suffer in silence. Tell us, we are here to help.
 
 Visit  and search 'hate crime'",1
708,Support and advice is available for anyone who has committed domestic abuse in the past and is worried that the impact of lockdown and Coronavirus may affect their behaviour again. You can call 0808 8024040 or email info@respectphoneline.org.uk,1
709,"If you or someone you know is suffering from #DomesticAbuse – we are here to help you:
 
 Speak to us on Live Chat between 8am to midnight at 
 Call us on 999 in an emergency
 0808 2000 246 - Domestic Abuse Helpline
 
There is #NoExcuseForAbuse",1
710,"You are our eyes and ears at home. If you suspect #childabuse, report it.
 
 Home may not be a safe space for some children right now. We're here to help:
 
 Speak to us on Live Chat between 8am to midnight at 
 Call us on 999 in an emergency",1
711,"Livechat is temporarily unavailable for a little maintenance, we’ll be online again from 08:00. You can still report a crime to us online via our website here",1
712,"The internet can be very useful for educating and entertaining children while we are all staying home, but there can be potential dangers too. A five minute chat about what they're doing online &amp; who they are talking to can help keep them safe",1
713,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford South in relation to the crime of : Burglary #police",3
714,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Public Order #police",3
715,"Today is International Day Against Homophobia, Biphobia and Transphobia. 

Report it, sort it, say no to hate.

#IDAHoBiT #BreakingTheSilence",1
716,"Stay Alert. Stay Safe. 

For the latest Government advice on #coronavirus visit  

#StayAlert #ControlTheVirus #SaveLives",1
717,"The #coronavirus is no excuse for hatred. We all need to stick together to fight against the disease.

 If you’ve been a victim of a hate crime, we do not want you to suffer in silence. Tell us, we are here to help.

 Visit  and search 'hate crime'",1
718,"If you or someone you know is suffering from #DomesticAbuse – we are here to help you:

 Speak to us on Live Chat between 8am to midnight at 
 Call us on 999 in an emergency
 0808 2000 246 - Domestic Abuse Helpline

There is #NoExcuseForAbuse",1
719,"If you have been a victim of domestic abuse, but don't want to contact the Police, Victim Support can still offer help &amp; advice via telephone, skype, email or live chat, during Coronavirus",1
720,Police are appealing for the public’s help to trace the family of a man from #Salford.,3
721,Police are appealing for the public’s help to trace the family of a man from #Eccles.,3
722,"#Prevent | The best way to tackle terrorism is to stop people being drawn into violent, extremist activity in the first place.
 
If you think someone you know is at risk, visit the Let’s Talk About It website.",1
723,"Screen time for kids is unavoidable right now, but take a moment to check who they are talking to online.

 If you’re worried @SeeMeHearMeWM has lots of help, advice and support as well as a place to report suspected abuse. 

Just visit",1
724,Children might be spending more time on the internet while in isolation or social distancing. Remember that people aren't always who they say they are online. A five minute chat with #YourChild could help keep them safe,1
725,"@Morris9Chris We’re fortunate to have great relationships with many communities, our aim has been to encourage &amp; support to comply with Gov restrictions. We’re sorry on this occasion staff haven’t socially distanced, we’ll be speaking to them to remind of their responsibilities.",2
726,"You are our eyes and ears at home. If you suspect #childabuse, report it to us.

 Home may not be a safe space for some children right now. We're here to help:

 Speak to us on Live Chat between 8am to midnight at 
 Call us on 999 in an emergency",1
727,"Domestic abuse can involve controlling behaviour, physical violence, or both. If you think someone you know is a victim, report it",1
728,"@DOTW_UK has now translated the NHS guidance on #Covid19 into 49 languages 

Find them here",1
729,@PlantStolen @ShropshireStig @thegibosuk,100
730,@ShropshireStig @thegibosuk,100
731,"Looking at indecent images of children is a crime, but anonymous advice &amp; information is available from Stop It Now. Confidential Helpline 0808 1000 900",1
732,"During the #Coronavirus outbreak, lots of misinformation will be shared. Make sure you only get information from trusted sources.",1
733,"At home shouldn’t mean at risk. If you or someone you know is suffering from #DomesticAbuse, tell someone. 

Police response &amp; support services remain available. Find support at  or call 999 if you are in immediate danger. 

#YouAreNotAlone",1
734,"#HelpUsToHelpYou when implementing new #Coronavirus regulations. We will always look to approach, engage, explain and encourage.",1
735,"Celebrating our NHS heroes along with care workers and partners.

#ClapForKeyWorkers  #StayHomeSaveLives #Covid19",1
736,"If your children are on the internet more often and you want to keep them safe online, but aren't sure about the different apps and websites, the NSPCC have lots of useful information to help you",1
737,"West Yorkshire Police now has a dedicated page for the latest updates on the Coronavirus.

Police across West Yorkshire are working hard to keep the public safe amid the ongoing threat from the Coronavirus pandemic.

#StayHomeSaveLives

Find out more at:",1
738,"If you are out of the roads, please slow down and stay safe. Do not speed. 

Together we can help our emergency services focus resources where they are most needed.

#WYPTheCost #StayHomeSaveLives #COVID19",1
739,"Screen time for kids is unavoidable right now, but take a moment to check who they are talking to online. If you’re worried @SeeMeHearMeWM has lots of help, advice and support as well as a place to report suspected abuse. 

Just visit",1
740,"Always take the key out of the lock and keep it in a safe place. Do not leave keys in reach of a letterbox, a cat flap, or on view through a window",1
741,"If you're worried that someone you know is suffering domestic abuse, but you'd rather not speak to the police, there are lots of other agencies who can help",1
742,We are continuing to arrest people from all backgrounds for looking at indecent images of children. Help is available to change your behaviour from Stop It Now. Confidential Helpline 0808 1000 900,1
743,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Affray #police",3
744,"#Prevent | If you are worried about someone developing extremist views, visit the ‘Let’s Talk About It’ website for help and advice.",1
745,"If you’re worried that a child could be at risk of neglect or abuse during Covid-19, the NSPCC have advice on spotting the signs and who you can contact.

Find out more at:",1
746,"#Prevent | Online platforms can be a door to the rest of the world. Unfortunately, they can also be used to exploit vulnerable people.

If you are worried that one of your friends or family is showing signs of radicalisation seek advice.",1
747,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale, Halifax in relation to the crime of : Criminal Damage #police",3
748,@abid56chohan,100
749,If you're worried about anything that you have seen or anyone that has contacted you online we have specially trained officers who you can speak to,1
750,"When collecting people from the airport, only a driver from the same household should be attending. This is to ensure that the number of people coming to the airport is kept to a minimum in line with the Government advice. Thank you and stay safe.",1
751,Keeping people safe remains our priority. Looking at indecent images of children isn’t a victimless crime. If you’re convicted you will be placed on the sex offenders register,1
752,"We continue to take all reports of domestic abuse seriously. No matter how insignificant you might think something is, speak out",1
753,#GMCommunityHubs | Help and support is available across Greater Manchester if you need help getting food and medical supplies. Please find contact details and opening times each geographical area below #StayHomeSaveLives,1
754,"Criminals spend hours researching you for their scams, hoping you’ll let your guard down for just a moment. 

Remember: always #TakeFive  before handing over your money or information.",1
755,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even when you’re in.

Find out more at:",1
756,"#YouAreNotAlone  At home shouldn’t mean at risk. If you or someone you know is suffering from #DomesticAbuse, isolation rules do not apply.

Police and support services remain available. Click the link below to find out more.

 Call 999 if you are in immediate danger.",1
757,"The internet can be very useful for educating and entertaining children while we are all staying home, but there can be potential dangers too. A 5 minute chat about what they're doing online &amp; who they're talking to can help keep them safe",1
758,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even when you're in.

Find out more at:",1
759,"Thank you to the real heroes. 

Thank you London. 

#ClapForKeyWorkers #ClapForCarers

London is together.",1
760,"If you have been the victim of sexual abuse, whether it happened recently or in the past, there are people who are here to listen. It's never too late to speak out",1
761,"If you're convicted of looking at indecent images of children you will be placed on the sex offenders register and you could lose your friends, family or your job",1
762,"If you know someone whose family member or partner is threatening them, controlling their behaviour or being violent - we can help. #YouAreNotAlone 
 
Visit our website to speak to us using Live Chat. We're always here to help. #DomesticAbuse",1
763,"At home shouldn’t mean at risk.

If you are suffering from #DomesticAbuse, you do not need to stay at home.

Police response and additional support services remain available. We are here to help.

In an emergency, always call 999.

#YouAreNotAlone",1
764,"Take care on our roads. Speeding could cost you your licence, your car, your job, your life #WYPTheCost #StayHomeSaveLives",1
765,"Do you want to take calls to our emergency and non-emergency line, providing vital assistance to our front line officers?

We're recruiting Contact Officers. Apply now:",1
766,"Living with the effects of sexual abuse can impact on your life in many ways, if you're ready to speak about it, we're here to listen",1
767,If you're worried that someone you know is suffering domestic abuse but you'd rather not speak to the Police you can call Crimestoppers anonymously on 0800 555 111,1
768,"At home shouldn’t mean at risk. If you or someone you know is suffering from #DomesticAbuse, tell someone.  

Police response &amp; support services remain available. Find support at  or call 999 if you are in immediate danger. 

#YouAreNotAlone",1
769,"Child exploitation can happen to anyone, any time. 

During these unprecedented times it is more important than ever we are looking out for children and young people and know the potential increased risks they face.",1
770,"If you're using social media apps to keep in touch with friends during the Coronavirus, remember that some people will use false accounts &amp; fake photos to trick people into thinking they are someone they are not",1
771,"If you are concerned about a child or young person, please get in touch. 

You may be the only way a child or young person could be protected if they are unsafe and unable to access support from within their own home.",1
772,"#ThankYou | We join the nation in applauding the #NHS and all other key worker heroes. Thank you to everyone, including those behinds the scenes, for all that you're doing. #ClapForOurCarers #ClapForOurKeyWorkers",1
773,"Please, please stay at home this bank holiday weekend. Your local policing teams will be out &amp; about, advising, reassuring and enforcing where necessary. Remember to follow the measures put in place to protect the #NHS and save lives.  #StayHomeSaveLives",1
774,"#StayAtHomeGM | Stay at home to help save lives.
 Only go out for essentials such as food or medicine, or to exercise, but always keep 2 metres apart from others
 Do NOT meet others, even friends and family
#StayHomeSaveLives",1
775,"#StayAtHomeGM | You should only leave your home for essentials such as food or medicine, or to exercise. When you do, it is very important that you #KeepYourDistance from others. You need to be at least 2 metres (about three steps) apart from other people.",1
776,Please be reassured that we are here for you if you need help and support - the police will still respond to reports of domestic abuse and support services are still available.,1
777,"If you know someone whose family member or partner is threatening them, controlling their behaviour or being violent - we can help.

 Visit our website to speak to us using Live Chat. We're always here to help.",1
778,"Good morning. We hope you're all keeping safe and well at home.

 We encourage everyone to use our online services during this busy time.

You can visit our website to:
 Search for advice
 Report crime
 Speak to us on Live Chat

 If it's not 999, search: WMP online",1
779,"The #coronavirus is no excuse for hatred. We all need to stick together to fight against the disease.

If you’ve been a victim of a hate crime, do not to suffer in silence. Tell us, we're here to help.

 Visit  and speak to us on Live Chat.",1
780,"During the #Coronavirus outbreak, lots of misinformation will be shared. Make sure you only get information from trusted sources. 

Find out more at:",1
781,Children may be spending more time on the internet while in isolation or social distancing. Remember that people aren't always who they say they are online. A five minute chat with #YourChild could help keep them safe,1
782,"#HelpUsToHelpYou when implementing new #Coronavirus regulations. We will always look to approach, engage, explain and encourage. 

Find out more at:",1
783,"Please, please stay at home this weekend &amp; follow the government's advice. Your local policing teams will be out &amp; about, advising, reassuring and enforcing where necessary. Remember to follow the measures put in place to protect the #NHS. 
#StayHomeSaveLives #COVID19",1
784,"If you receive an email or text from HMRC asking you to provide personal or financial information....

STOP....It's a scam!",1
785,"The weather is set to be warmer this weekend. But please don’t be tempted to go out and enjoy the sunshine. Remember to follow the measures put in place to protect the #NHS and save lives.

#StayHomeSaveLives",1
786,Advice for members of the public around use of our 101/999 lines during the #Coronavirus outbreak.,1
787,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Theft from Motor Vehicle #police,3
788,Coronavirus-related scams are on this rise. Here’s where you can get the latest information on how to protect yourself.,1
789,"Keeping in touch with friends and family online? Check out these top tips on how to protect yourself from the latest online threats.

@ncsc #CyberProtect",1
790,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Keighley in relation to the crime of : Theft from Motor Vehicle #police",3
791,Mandate fraud is one of the most reported frauds in the UK. You can defend yourself and your business against it by following these simple tips…,1
792,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even when you’re in",1
793,"#StayAtHomeGM | The single most important action we can all take, in fighting coronavirus, is to stay at home. Please avoid travelling long distances to exercise, stay local. @CCIanHopkins sets out the only reasons to leave your homes this weekend. #StayHomeSaveLives",1
794,#StayAtHomeGM | You can spread the #Coronavirus even if you don’t have symptoms. Stay at home and away from others (social distancing) Latest advice:  #StayHomeSaveLifes,1
795,"We've had to take enforcement action for a number of individuals &amp; businesses over the last 24 hours. You should only go outside for food, health reasons or work. You can spread the Coronavirus even if you don't have symptoms.

Latest Government guidance:",1
796,"Looking at indecent images of children is a crime, but anonymous advice and information is available from Stop It Now. Confidential Helpline 0808 1000 900",1
797,"Would your family forgive you if you were placed on the sex offenders register? Looking at indecent images of children is a crime. No excuses, you will be caught",1
798,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford East in relation to the crime of : Theft From Shop #police",3
799,#StayHomeSaveLifes | You can spread the #Coronavirus even if you don’t have symptoms. Stay at home and away from others (social distancing) Latest advice:,1
800,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds City in relation to the crime of : Criminal Damage #police",3
801,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Burglary #police,3
802,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds West in relation to the crime of : Assault #police",3
803,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Public Order #police",3
804,Can you help police find a missing man from Tameside General Hospital.,3
805,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Keighley in relation to the crime of : Assault #police",3
806,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford East in relation to the crime of : Serious Offence #police",3
807,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Dewsbury in relation to the crime of : Theft #police",3
808,"If your partner is controlling your money, this could be domestic abuse",1
809,"Gatherings and house parties may not be all they seem for young people in West Yorkshire. If you don't know, don't go",1
810,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Theft From Person #police,3
811,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Make off Without Payment #police,3
812,Police are appealing for the public’s help to trace a wanted man from #Manchester.,3
813,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Commercial Burglary #police,3
814,"Our website is here to help with all your non-emergency questions.

 Quickly search for advice on any problem you may be facing. Or you can report crime online.

 You can always speak to an adviser on Live Chat between 8am-midnight who'd be happy to help.",1
815,#APPEAL | Police are appealing for information after a man died following a collision in Trafford |,3
816,"Do you need to call 999 but too scared to speak or make a noise? Press 55 when dialling 999 from a mobile, this then tells the police that the call is a genuine emergency #SilentSolution #MakeYourselfHeard",1
817,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds South in relation to the crime of : Serious Offence #police",3
818,"Coronavirus | Wash your hands more often than usual, for 20secs each time with soap and water, or use hand sanitiser.

Especially when you:

 Get home or into work
 Blow your nose, sneeze or cough
 Eat or handle food

These actions will help to protect yourself and others.",1
819,#Gallery | Greater Manchester Police welcomed 116 new recruits to the force on Monday 2 March 2020. View the gallery of images on our Flickr here:,2
820,"On average, a scooter or motorbike is stolen every hour in London. 
Make sure it’s not yours.",1
821,Did you know that domestic abuse doesn't always involve physical violence? Controlling behaviour is still abuse. We're here to help,1
822,Registration for West Yorkshire Community Alert is free and simple. Make sure you sign up for information about crime in your area. Sign up:,1
823,See yourself being part of our family? Find out more by emailing Neighbourhoods-Confidence@gmp.police.uk.,1
824,Happy #StDavidsDay to all those celebrating today #1stOfMarch #Wales,2
825,"Forced marriage is a crime where one/both spouses do not, or cannot, consent to the marriage and duress is involved. Find out more at:",1
826,Greta Thunberg has now left the stage @bristolYS4C #BristolYS4C and we're expecting the march to move off shortly,1
827,"Further to the above Naomi Marum, 25, appeared before Leeds Crown Court yesterday, where she pleaded guilty to her part in the offence and was sentenced to six months' imprisonment.",1
828,"Being placed on the sex offenders register for looking at indecent images of children could result in you losing your job. No excuses, you will be caught",1
829,"Have you witnessed a crime? We’re piloting a new approach in Leeds and Bradford in which members of the public can provide a witness statement over the phone. 

Find out more at:  

#SavingTimeDownTheLine",1
830,"Got a smart TV?  Maybe a smart speaker? 

#SoftwareUpdates will help your smart devices stay smart. 

For more info, visit",1
831,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds North West in relation to the crime of : Serious Offence #police",3
832,"If you sign up to West Yorkshire Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. Find out more at:",1
833,West Yorkshire Police is proud to support LGBT+ History Month #LGBTHM20,2
834,"If someone you don't really know offers you a free party with drinks and lifts, always remember, it may not be what it seems. If you don't know, don't go",1
835,"Did you know you can contact our Contact Management Centre (in a non-emergency) by using our ""101 Live Chat"" system. For times when it may not be convenient to call. Save time, do it on line. #ClickB4UCall",1
836,"Burglaries often increase during the winter months, when burglars take advantage of the longer hours of darkness. 

See what measures you can take to secure your home:",1
837,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Make off Without Payment #police,3
838,"A 29-year-old man, who is believed to have been attending prayers, was arrested inside the mosque on suspicion of attempted murder.

A man in his 70s was treated by paramedics before being taken to hospital. Condition assessed as non life-threatening.",1
839,GMP training exercise taking place this evening alongside @NWAmbulance @ManchesterFire @manarndale,1
840,"Livechat is temporarily unavailable for a little maintenance, we’ll be online again from 13:00. You can still report a crime to us online via our website here",1
841,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Theft from Vehicle #police,3
842,Is your partner controlling of what money you spend? This could be domestic abuse,1
843,Sgt Mitch Darby giving you a tour of two of our vehicles.,2
844,#TrafficTakeover,1
845,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Theft of Pedal Cycle #police,3
846,"#GMPMuseum | Come and visit our Greater Manchester Police Museum over #HalfTerm between 10.30am and 3.30pm. We're open Tuesday 18th, Wednesday 19th &amp; Thursday 20th February this week. Entry is free &amp; we're on Newton Street in Manchester city centre #GMPArchives",1
847,"Special Constable recruitment is open. 

Specials have the same powers as regular officers and usually work as part of Neighbourhood Policing Teams, but they also work at public events such as football matches, galas and concerts.",1
848,"Do you teach years 7, 8 or 9? We need their help to promote online safety for our #WYPCyberContest. 

Find out more about our competition at:",1
849,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Serious Offence #police,3
850,Heard something that could be terrorist related? You could make the difference. Action Counters Terrorism,1
851,"@JuliePye8 Hello, You can report this to your local policing team. Numbers are available under your area on our website",1
852,"We will not tolerate homophobic or any type of hate crime, if you've been a victim we're here to help  #LGBTHM20",1
853,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Assault #police,3
854,"#ValentinesDay won't be a romantic time for everyone. 

For domestic abuse sufferers it's just another day.

If you are worried about someone you know, tell someone.",1
